follow_up_id,request_id,owner_user_id,due_at,completed_at,follow_up_status
2690,1006019,255,2024-11-26 10:23:00,2024-11-30 10:23:00,Completed
2691,1006022,2,2025-04-10 11:01:00,2025-04-09 11:01:00,Completed
2692,1006025,23,2026-03-13 14:02:00,2026-03-17 14:02:00,Completed
2693,1006026,41,2025-10-13 13:42:00,2025-10-17 13:42:00,Completed
2694,1006027,82,2026-03-21 13:58:00,2026-03-20 13:58:00,Completed
2695,1006031,2,2026-04-15 09:02:00,,Overdue
2696,1006033,215,2024-09-04 15:48:00,2024-09-05 15:48:00,Completed
2697,1006034,17,2026-05-24 11:54:00,2026-05-28 11:54:00,Completed
2698,1006037,61,2025-01-26 15:50:00,2025-01-25 15:50:00,Completed
2699,1006042,95,2025-05-28 11:24:00,,Overdue
2700,1006044,9,2026-03-14 16:23:00,,Open
2701,1006045,134,2024-12-08 16:42:00,2024-12-08 16:42:00,Completed
2702,1006046,208,2025-12-03 15:28:00,2025-12-02 15:28:00,Completed
2703,1006047,15,2025-10-26 12:00:00,2025-10-28 12:00:00,Completed
2704,1006048,155,2025-07-28 11:21:00,,Open
2705,1006052,41,2025-07-15 15:45:00,,Open
2706,1006053,129,2025-07-08 13:13:00,2025-07-10 13:13:00,Completed
2707,1006055,50,2025-05-21 10:47:00,,Open
2708,1006057,96,2024-10-07 10:21:00,2024-10-07 10:21:00,Completed
2709,1006059,153,2024-09-16 08:42:00,2024-09-19 08:42:00,Completed
2710,1006062,25,2024-11-19 16:30:00,2024-11-18 16:30:00,Completed
2711,1006063,116,2026-01-18 10:45:00,2026-01-21 10:45:00,Completed
2712,1006064,152,2026-06-28 14:50:00,,Overdue
2713,1006065,78,2025-12-12 14:24:00,,Open
2714,1006066,91,2025-11-02 15:14:00,2025-11-04 15:14:00,Completed
2715,1006068,140,2026-03-22 14:01:00,2026-03-26 14:01:00,Completed
2716,1006069,120,2025-05-16 09:39:00,,Overdue
2717,1006071,179,2026-04-11 15:16:00,2026-04-10 15:16:00,Completed
2718,1006075,54,2026-05-20 16:25:00,,Open
2719,1006080,248,2025-10-15 09:24:00,2025-10-16 09:24:00,Completed
2720,1006083,71,2024-09-08 14:00:00,2024-09-11 14:00:00,Completed
2721,1006084,90,2026-03-08 16:26:00,,Overdue
2722,1006095,21,2026-02-20 11:46:00,2026-02-20 11:46:00,Completed
2723,1006096,218,2026-02-01 08:02:00,2026-02-04 08:02:00,Completed
2724,1006098,165,2026-04-10 08:11:00,,Overdue
2725,1006103,270,2025-01-21 13:37:00,2025-01-21 13:37:00,Completed
2726,1006104,265,2025-10-04 16:43:00,2025-10-05 16:43:00,Completed
2727,1006106,260,2026-05-30 09:58:00,2026-06-02 09:58:00,Completed
2728,1006108,108,2025-02-25 10:52:00,2025-02-27 10:52:00,Completed
2729,1006109,147,2024-10-29 08:04:00,2024-10-30 08:04:00,Completed
2730,1006110,37,2026-01-21 10:40:00,2026-01-22 10:40:00,Completed
2731,1006114,93,2025-06-19 12:43:00,,Overdue
2732,1006116,3,2024-10-20 14:12:00,2024-10-20 14:12:00,Completed
2733,1006117,74,2024-12-31 11:21:00,2025-01-04 11:21:00,Completed
2734,1006119,46,2025-06-07 15:13:00,2025-06-06 15:13:00,Completed
2735,1006125,53,2025-03-21 11:48:00,2025-03-21 11:48:00,Completed
2736,1006128,126,2025-02-08 12:21:00,,Overdue
2737,1006130,44,2025-08-01 15:14:00,2025-08-04 15:14:00,Completed
2738,1006131,248,2026-01-28 13:39:00,2026-01-27 13:39:00,Completed
2739,1006133,226,2026-06-15 16:10:00,2026-06-15 16:10:00,Completed
2740,1006134,179,2026-01-02 08:52:00,2026-01-03 08:52:00,Completed
2741,1006136,68,2024-11-27 08:13:00,,Overdue
2742,1006137,161,2026-03-02 13:32:00,,Overdue
2743,1006141,79,2025-02-17 12:31:00,2025-02-18 12:31:00,Completed
2744,1006146,144,2025-02-25 15:23:00,2025-02-28 15:23:00,Completed
2745,1006147,227,2026-03-15 16:00:00,,Overdue
2746,1006148,10,2026-06-05 10:22:00,,Open
2747,1006149,159,2024-12-01 08:13:00,2024-12-04 08:13:00,Completed
2748,1006152,146,2025-10-11 09:07:00,,Overdue
2749,1006153,157,2025-05-26 15:25:00,,Overdue
2750,1006155,265,2026-05-01 12:40:00,,Open
2751,1006156,59,2025-03-09 11:00:00,,Open
2752,1006157,40,2025-04-09 16:08:00,,Overdue
2753,1006158,80,2025-06-29 15:41:00,,Open
2754,1006159,75,2025-12-30 11:33:00,2026-01-01 11:33:00,Completed
2755,1006160,143,2026-07-04 11:07:00,,Overdue
2756,1006163,216,2026-01-03 16:51:00,2026-01-07 16:51:00,Completed
2757,1006165,94,2025-09-29 08:37:00,2025-09-29 08:37:00,Completed
2758,1006166,5,2025-09-12 09:24:00,2025-09-14 09:24:00,Completed
2759,1006167,44,2025-07-04 13:16:00,,Open
2760,1006168,29,2025-04-19 13:31:00,2025-04-20 13:31:00,Completed
2761,1006169,27,2025-07-02 15:26:00,,Open
2762,1006171,68,2025-06-18 15:25:00,2025-06-22 15:25:00,Completed
2763,1006174,148,2025-08-17 14:28:00,2025-08-20 14:28:00,Completed
2764,1006176,61,2024-10-10 14:51:00,,Overdue
2765,1006177,264,2025-10-15 14:42:00,2025-10-17 14:42:00,Completed
2766,1006180,159,2025-03-20 11:34:00,2025-03-19 11:34:00,Completed
2767,1006182,108,2026-01-25 11:50:00,2026-01-28 11:50:00,Completed
2768,1006184,184,2025-04-15 13:15:00,2025-04-14 13:15:00,Completed
2769,1006185,5,2026-04-23 08:40:00,2026-04-27 08:40:00,Completed
2770,1006190,44,2025-11-04 12:51:00,2025-11-03 12:51:00,Completed
2771,1006191,156,2025-01-30 12:17:00,,Overdue
2772,1006192,3,2026-01-26 14:53:00,2026-01-30 14:53:00,Completed
2773,1006193,24,2025-12-25 13:53:00,2025-12-24 13:53:00,Completed
2774,1006196,176,2025-02-20 12:17:00,2025-02-21 12:17:00,Completed
2775,1006198,83,2026-01-18 14:57:00,2026-01-21 14:57:00,Completed
2776,1006202,64,2024-10-09 14:49:00,2024-10-13 14:49:00,Completed
2777,1006204,189,2026-04-14 15:51:00,,Open
2778,1006206,93,2025-02-08 13:18:00,,Overdue
2779,1006208,33,2025-09-23 09:23:00,2025-09-23 09:23:00,Completed
2780,1006213,122,2025-04-06 10:24:00,,Open
2781,1006216,226,2026-01-29 08:24:00,2026-01-31 08:24:00,Completed
2782,1006219,220,2026-01-20 09:58:00,2026-01-23 09:58:00,Completed
2783,1006221,48,2025-06-18 09:31:00,,Open
2784,1006222,48,2025-02-27 12:25:00,2025-02-26 12:25:00,Completed
2785,1006223,97,2025-11-23 11:50:00,2025-11-26 11:50:00,Completed
2786,1006225,146,2025-08-31 12:54:00,,Open
2787,1006227,245,2026-04-06 09:33:00,2026-04-08 09:33:00,Completed
2788,1006228,49,2025-09-13 13:58:00,2025-09-12 13:58:00,Completed
2789,1006230,141,2026-01-10 11:09:00,2026-01-10 11:09:00,Completed
2790,1006234,25,2025-12-04 09:55:00,,Open
2791,1006238,32,2026-02-12 14:29:00,2026-02-16 14:29:00,Completed
2792,1006240,51,2025-04-29 13:27:00,2025-04-29 13:27:00,Completed
2793,1006241,20,2025-08-05 10:43:00,2025-08-09 10:43:00,Completed
2794,1006244,87,2024-12-23 09:54:00,2024-12-23 09:54:00,Completed
2795,1006251,61,2025-06-22 16:10:00,,Open
2796,1006254,245,2024-12-12 08:46:00,2024-12-11 08:46:00,Completed
2797,1006255,159,2025-09-14 14:53:00,,Overdue
2798,1006256,29,2026-03-11 09:18:00,,Overdue
2799,1006261,27,2025-06-11 16:12:00,2025-06-12 16:12:00,Completed
2800,1006263,216,2025-10-19 09:08:00,2025-10-23 09:08:00,Completed
2801,1006264,152,2025-06-18 08:59:00,2025-06-17 08:59:00,Completed
2802,1006265,125,2025-07-10 16:14:00,,Overdue
2803,1006266,21,2026-02-24 08:36:00,2026-02-26 08:36:00,Completed
2804,1006269,15,2024-12-01 10:00:00,2024-11-30 10:00:00,Completed
2805,1006270,133,2026-07-11 11:45:00,,Open
2806,1006271,88,2025-06-25 16:40:00,,Open
2807,1006274,48,2025-12-12 12:09:00,,Open
2808,1006275,80,2025-05-09 13:03:00,2025-05-11 13:03:00,Completed
2809,1006280,138,2026-02-09 15:41:00,2026-02-09 15:41:00,Completed
2810,1006281,22,2025-09-05 08:29:00,,Overdue
2811,1006283,143,2026-01-26 16:26:00,2026-01-26 16:26:00,Completed
2812,1006286,51,2026-07-03 09:38:00,2026-07-03 09:38:00,Completed
2813,1006292,97,2024-10-05 16:38:00,,Open
2814,1006296,157,2025-03-17 10:57:00,2025-03-18 10:57:00,Completed
2815,1006297,184,2026-04-22 10:03:00,2026-04-25 10:03:00,Completed
2816,1006299,94,2025-05-30 15:43:00,,Open
2817,1006303,227,2025-11-03 08:18:00,2025-11-06 08:18:00,Completed
2818,1006309,18,2024-11-16 13:41:00,2024-11-19 13:41:00,Completed
2819,1006310,93,2024-12-13 15:38:00,2024-12-14 15:38:00,Completed
2820,1006314,110,2025-10-04 15:42:00,2025-10-06 15:42:00,Completed
2821,1006317,2,2025-07-11 15:22:00,,Overdue
2822,1006319,115,2025-04-21 12:08:00,2025-04-25 12:08:00,Completed
2823,1006320,139,2025-06-01 11:14:00,,Overdue
2824,1006322,139,2024-09-23 14:00:00,2024-09-26 14:00:00,Completed
2825,1006323,15,2025-03-06 09:54:00,,Overdue
2826,1006324,114,2025-02-09 13:44:00,2025-02-12 13:44:00,Completed
2827,1006326,76,2025-04-27 15:05:00,,Overdue
2828,1006330,164,2025-04-04 15:59:00,,Open
2829,1006332,197,2026-06-02 16:17:00,,Overdue
2830,1006333,163,2024-12-22 09:07:00,2024-12-26 09:07:00,Completed
2831,1006337,71,2025-05-01 08:06:00,2025-04-30 08:06:00,Completed
2832,1006339,135,2025-08-31 09:33:00,2025-08-31 09:33:00,Completed
2833,1006342,104,2025-02-22 15:07:00,2025-02-21 15:07:00,Completed
2834,1006345,91,2026-04-12 15:27:00,2026-04-11 15:27:00,Completed
2835,1006346,29,2024-11-14 12:30:00,,Overdue
2836,1006348,226,2024-12-12 10:47:00,2024-12-13 10:47:00,Completed
2837,1006355,54,2026-06-26 09:56:00,2026-06-29 09:56:00,Completed
2838,1006357,130,2024-12-04 09:46:00,2024-12-07 09:46:00,Completed
2839,1006361,28,2024-09-09 10:54:00,,Overdue
2840,1006363,72,2025-11-09 14:00:00,2025-11-13 14:00:00,Completed
2841,1006371,9,2025-02-19 16:50:00,,Overdue
2842,1006374,147,2025-01-05 08:04:00,2025-01-04 08:04:00,Completed
2843,1006377,40,2025-10-10 15:08:00,2025-10-12 15:08:00,Completed
2844,1006378,75,2025-06-21 08:27:00,2025-06-20 08:27:00,Completed
2845,1006379,85,2025-09-15 11:36:00,,Open
2846,1006382,105,2025-05-23 11:04:00,,Overdue
2847,1006383,160,2025-09-01 11:12:00,,Overdue
2848,1006384,112,2024-10-27 14:16:00,2024-10-26 14:16:00,Completed
2849,1006391,252,2025-07-14 14:21:00,2025-07-17 14:21:00,Completed
2850,1006392,22,2026-06-15 11:57:00,2026-06-18 11:57:00,Completed
2851,1006393,23,2026-04-29 13:52:00,,Overdue
2852,1006401,41,2025-07-22 16:12:00,2025-07-22 16:12:00,Completed
2853,1006402,125,2025-05-26 15:36:00,2025-05-30 15:36:00,Completed
2854,1006404,136,2025-05-07 12:09:00,2025-05-08 12:09:00,Completed
2855,1006405,65,2025-10-04 13:49:00,2025-10-04 13:49:00,Completed
2856,1006407,118,2025-03-08 16:47:00,2025-03-12 16:47:00,Completed
2857,1006417,34,2024-10-20 08:30:00,,Overdue
2858,1006419,21,2025-06-05 09:25:00,2025-06-05 09:25:00,Completed
2859,1006420,10,2026-06-26 13:42:00,2026-06-30 13:42:00,Completed
2860,1006421,25,2025-11-27 08:15:00,2025-11-28 08:15:00,Completed
2861,1006423,112,2025-01-16 12:28:00,,Open
2862,1006424,270,2024-12-04 14:56:00,,Open
2863,1006425,170,2025-12-12 15:50:00,2025-12-15 15:50:00,Completed
2864,1006426,115,2024-11-20 16:21:00,2024-11-24 16:21:00,Completed
2865,1006428,129,2025-05-07 12:01:00,,Open
2866,1006429,189,2025-07-09 13:44:00,2025-07-13 13:44:00,Completed
2867,1006431,4,2025-06-28 11:05:00,2025-07-01 11:05:00,Completed
2868,1006433,107,2024-12-22 13:10:00,,Overdue
2869,1006435,49,2024-11-16 08:13:00,,Overdue
2870,1006437,25,2025-07-30 08:24:00,2025-08-03 08:24:00,Completed
2871,1006438,43,2024-08-25 10:05:00,2024-08-27 10:05:00,Completed
2872,1006439,43,2026-01-21 16:38:00,2026-01-21 16:38:00,Completed
2873,1006442,158,2026-04-09 13:59:00,2026-04-08 13:59:00,Completed
2874,1006443,118,2026-03-02 14:48:00,2026-03-03 14:48:00,Completed
2875,1006448,123,2025-04-14 10:30:00,,Overdue
2876,1006449,89,2025-04-02 12:39:00,2025-04-06 12:39:00,Completed
2877,1006451,25,2024-11-03 08:54:00,2024-11-07 08:54:00,Completed
2878,1006455,71,2025-08-03 15:29:00,,Open
2879,1006457,75,2024-10-15 13:43:00,2024-10-18 13:43:00,Completed
2880,1006458,264,2026-01-29 09:39:00,2026-01-28 09:39:00,Completed
2881,1006459,159,2026-05-28 16:37:00,,Open
2882,1006460,95,2024-11-21 13:16:00,2024-11-20 13:16:00,Completed
2883,1006461,226,2024-12-10 16:48:00,2024-12-09 16:48:00,Completed
2884,1006465,12,2025-04-06 10:17:00,,Overdue
2885,1006469,3,2025-07-29 10:22:00,,Overdue
2886,1006477,119,2025-07-18 15:39:00,2025-07-19 15:39:00,Completed
2887,1006479,174,2025-10-13 14:42:00,2025-10-15 14:42:00,Completed
2888,1006480,53,2025-01-15 12:48:00,,Open
2889,1006481,132,2024-12-31 15:18:00,,Open
2890,1006483,43,2025-01-10 12:17:00,,Open
2891,1006487,4,2025-02-20 11:26:00,2025-02-22 11:26:00,Completed
2892,1006489,68,2025-01-10 13:07:00,2025-01-10 13:07:00,Completed
2893,1006491,56,2025-03-05 10:40:00,,Open
2894,1006494,14,2025-10-10 11:07:00,,Overdue
2895,1006496,95,2025-12-09 14:17:00,2025-12-08 14:17:00,Completed
2896,1006497,35,2026-01-05 14:50:00,,Overdue
2897,1006500,13,2024-09-23 12:49:00,,Open
2898,1006501,31,2025-03-31 15:20:00,2025-04-03 15:20:00,Completed
2899,1006505,123,2025-09-02 12:37:00,2025-09-02 12:37:00,Completed
2900,1006508,42,2025-02-12 15:48:00,2025-02-13 15:48:00,Completed
2901,1006509,11,2026-04-09 08:04:00,2026-04-12 08:04:00,Completed
2902,1006510,117,2026-05-22 16:07:00,2026-05-24 16:07:00,Completed
2903,1006512,147,2026-05-02 13:26:00,2026-05-01 13:26:00,Completed
2904,1006513,260,2025-03-29 16:11:00,2025-04-02 16:11:00,Completed
2905,1006516,35,2026-05-25 10:13:00,2026-05-29 10:13:00,Completed
2906,1006519,265,2025-03-26 13:32:00,2025-03-26 13:32:00,Completed
2907,1006521,172,2026-02-24 12:33:00,2026-02-25 12:33:00,Completed
2908,1006523,54,2025-10-12 12:43:00,2025-10-13 12:43:00,Completed
2909,1006525,74,2025-12-05 10:06:00,2025-12-05 10:06:00,Completed
2910,1006527,46,2025-05-01 09:53:00,,Overdue
2911,1006528,60,2025-07-06 16:36:00,,Overdue
2912,1006531,22,2025-09-28 16:23:00,2025-09-29 16:23:00,Completed
2913,1006532,60,2025-10-19 10:22:00,2025-10-21 10:22:00,Completed
2914,1006538,23,2025-10-19 08:31:00,2025-10-23 08:31:00,Completed
2915,1006541,156,2025-12-14 09:01:00,2025-12-13 09:01:00,Completed
2916,1006542,16,2026-04-09 15:43:00,2026-04-12 15:43:00,Completed
2917,1006543,177,2026-05-17 12:33:00,,Open
2918,1006544,237,2026-03-31 09:58:00,2026-04-03 09:58:00,Completed
2919,1006548,145,2026-02-08 12:08:00,2026-02-09 12:08:00,Completed
2920,1006552,117,2025-01-02 12:12:00,2025-01-02 12:12:00,Completed
2921,1006554,214,2025-06-28 16:31:00,,Overdue
2922,1006558,178,2026-01-12 10:32:00,2026-01-15 10:32:00,Completed
2923,1006560,61,2025-07-26 15:20:00,2025-07-30 15:20:00,Completed
2924,1006563,18,2024-10-10 16:37:00,,Open
2925,1006566,117,2025-09-26 09:41:00,2025-09-29 09:41:00,Completed
2926,1006567,54,2024-09-10 15:22:00,2024-09-10 15:22:00,Completed
2927,1006568,221,2025-06-08 08:03:00,2025-06-12 08:03:00,Completed
2928,1006570,48,2026-07-06 10:54:00,2026-07-08 10:54:00,Completed
2929,1006572,80,2025-06-29 09:15:00,,Overdue
2930,1006574,41,2026-04-15 12:25:00,2026-04-19 12:25:00,Completed
2931,1006575,163,2026-02-20 09:00:00,2026-02-20 09:00:00,Completed
2932,1006576,20,2024-11-28 10:31:00,2024-12-02 10:31:00,Completed
2933,1006577,77,2025-05-15 12:10:00,2025-05-16 12:10:00,Completed
2934,1006582,54,2026-02-12 10:55:00,2026-02-15 10:55:00,Completed
2935,1006584,67,2025-08-01 14:59:00,,Open
2936,1006586,257,2024-12-11 14:37:00,2024-12-12 14:37:00,Completed
2937,1006588,27,2026-02-24 14:50:00,2026-02-25 14:50:00,Completed
2938,1006589,74,2026-01-17 09:16:00,,Overdue
2939,1006590,23,2026-04-24 13:22:00,,Open
2940,1006592,80,2025-12-30 15:58:00,2026-01-03 15:58:00,Completed
2941,1006593,248,2025-04-16 14:24:00,2025-04-15 14:24:00,Completed
2942,1006594,42,2026-05-05 13:25:00,2026-05-08 13:25:00,Completed
2943,1006597,272,2025-11-29 08:03:00,2025-12-01 08:03:00,Completed
2944,1006598,127,2025-04-26 11:05:00,2025-04-29 11:05:00,Completed
2945,1006601,51,2025-06-26 15:35:00,,Overdue
2946,1006605,51,2025-12-08 12:11:00,,Open
2947,1006608,30,2025-01-10 12:51:00,2025-01-13 12:51:00,Completed
2948,1006613,150,2025-12-30 12:21:00,2025-12-30 12:21:00,Completed
2949,1006619,226,2026-03-26 12:24:00,2026-03-29 12:24:00,Completed
2950,1006620,272,2025-10-11 09:16:00,2025-10-13 09:16:00,Completed
2951,1006622,135,2026-04-19 09:52:00,2026-04-22 09:52:00,Completed
2952,1006624,66,2025-04-26 12:33:00,2025-04-25 12:33:00,Completed
2953,1006629,131,2025-10-05 12:16:00,2025-10-07 12:16:00,Completed
2954,1006632,245,2024-12-25 15:46:00,2024-12-28 15:46:00,Completed
2955,1006639,115,2025-06-11 12:19:00,2025-06-10 12:19:00,Completed
2956,1006642,65,2025-09-15 11:05:00,2025-09-17 11:05:00,Completed
2957,1006644,116,2024-09-26 10:01:00,2024-09-27 10:01:00,Completed
2958,1006645,140,2025-11-10 08:21:00,2025-11-09 08:21:00,Completed
2959,1006647,196,2025-12-05 14:01:00,2025-12-06 14:01:00,Completed
2960,1006648,32,2025-05-19 16:59:00,,Overdue
2961,1006650,127,2024-09-16 08:55:00,,Overdue
2962,1006652,133,2026-01-31 15:27:00,2026-02-02 15:27:00,Completed
2963,1006654,148,2025-01-03 13:56:00,2025-01-05 13:56:00,Completed
2964,1006656,34,2025-04-02 11:16:00,2025-04-01 11:16:00,Completed
2965,1006658,48,2025-06-26 12:56:00,,Overdue
2966,1006659,111,2025-03-10 16:34:00,2025-03-10 16:34:00,Completed
2967,1006660,154,2024-10-16 15:11:00,2024-10-18 15:11:00,Completed
2968,1006664,12,2025-02-09 14:38:00,2025-02-12 14:38:00,Completed
2969,1006668,207,2025-08-06 14:12:00,2025-08-08 14:12:00,Completed
2970,1006669,39,2025-11-24 11:32:00,,Open
2971,1006670,184,2024-12-12 15:38:00,2024-12-12 15:38:00,Completed
2972,1006671,151,2026-06-17 08:35:00,,Overdue
2973,1006678,179,2024-11-10 08:58:00,2024-11-09 08:58:00,Completed
2974,1006684,95,2024-08-18 12:00:00,,Open
2975,1006687,109,2024-12-11 14:50:00,2024-12-10 14:50:00,Completed
2976,1006698,95,2026-06-26 15:14:00,2026-06-30 15:14:00,Completed
2977,1006700,239,2026-03-29 13:08:00,2026-03-29 13:08:00,Completed
2978,1006701,1,2024-11-28 13:18:00,2024-11-27 13:18:00,Completed
2979,1006703,255,2024-12-22 16:29:00,2024-12-23 16:29:00,Completed
2980,1006704,147,2024-09-06 12:19:00,2024-09-05 12:19:00,Completed
2981,1006705,151,2025-09-14 10:54:00,,Overdue
2982,1006707,102,2026-01-08 12:39:00,,Overdue
2983,1006708,115,2024-12-23 16:58:00,2024-12-22 16:58:00,Completed
2984,1006711,94,2025-11-05 13:22:00,,Overdue
2985,1006714,212,2025-07-25 11:48:00,,Overdue
2986,1006716,147,2024-09-24 16:49:00,2024-09-26 16:49:00,Completed
2987,1006718,37,2026-07-05 14:03:00,,Open
2988,1006720,189,2025-05-13 11:46:00,2025-05-12 11:46:00,Completed
2989,1006723,137,2025-06-17 09:54:00,,Open
2990,1006725,117,2024-11-11 09:06:00,,Overdue
2991,1006726,189,2025-12-23 08:42:00,2025-12-23 08:42:00,Completed
2992,1006727,4,2025-08-18 16:31:00,2025-08-19 16:31:00,Completed
2993,1006728,163,2026-05-06 09:52:00,,Open
2994,1006729,153,2025-02-09 12:27:00,2025-02-11 12:27:00,Completed
2995,1006730,154,2024-10-30 09:30:00,2024-11-03 09:30:00,Completed
2996,1006733,70,2025-10-22 11:28:00,2025-10-24 11:28:00,Completed
2997,1006734,213,2025-05-08 15:57:00,,Open
2998,1006736,79,2024-10-07 09:40:00,2024-10-08 09:40:00,Completed
2999,1006739,216,2024-10-21 10:21:00,,Open
3000,1006741,179,2025-03-15 08:17:00,2025-03-17 08:17:00,Completed
3001,1006742,159,2024-12-15 08:39:00,,Overdue
3002,1006743,213,2025-07-09 08:02:00,2025-07-12 08:02:00,Completed
3003,1006744,43,2025-11-27 16:20:00,2025-11-26 16:20:00,Completed
3004,1006747,142,2026-02-11 15:43:00,2026-02-14 15:43:00,Completed
3005,1006748,8,2025-03-20 09:47:00,2025-03-19 09:47:00,Completed
3006,1006751,65,2025-09-24 12:44:00,2025-09-23 12:44:00,Completed
3007,1006755,20,2025-11-21 13:49:00,,Overdue
3008,1006756,48,2024-12-15 14:55:00,2024-12-14 14:55:00,Completed
3009,1006757,249,2025-06-30 11:06:00,2025-07-01 11:06:00,Completed
3010,1006759,33,2024-09-23 14:39:00,2024-09-27 14:39:00,Completed
3011,1006761,214,2025-06-17 12:54:00,2025-06-18 12:54:00,Completed
3012,1006765,123,2026-01-22 11:40:00,2026-01-26 11:40:00,Completed
3013,1006770,175,2025-10-17 09:36:00,2025-10-17 09:36:00,Completed
3014,1006771,69,2026-06-17 12:06:00,2026-06-19 12:06:00,Completed
3015,1006773,80,2025-05-21 11:25:00,2025-05-24 11:25:00,Completed
3016,1006777,257,2026-04-16 12:57:00,2026-04-16 12:57:00,Completed
3017,1006778,158,2025-12-12 11:49:00,,Overdue
3018,1006780,89,2025-08-25 10:30:00,2025-08-29 10:30:00,Completed
3019,1006782,86,2025-03-25 15:57:00,,Open
3020,1006784,186,2024-10-04 14:49:00,2024-10-04 14:49:00,Completed
3021,1006785,100,2025-07-18 09:39:00,,Overdue
3022,1006787,130,2024-10-07 11:57:00,,Overdue
3023,1006790,106,2026-04-25 15:01:00,2026-04-26 15:01:00,Completed
3024,1006791,75,2025-05-27 13:09:00,,Open
3025,1006792,214,2025-02-10 13:13:00,2025-02-09 13:13:00,Completed
3026,1006794,255,2025-06-12 08:24:00,2025-06-11 08:24:00,Completed
3027,1006795,6,2025-09-26 14:27:00,2025-09-28 14:27:00,Completed
3028,1006796,19,2026-05-19 10:57:00,2026-05-22 10:57:00,Completed
3029,1006798,143,2024-09-22 15:34:00,2024-09-25 15:34:00,Completed
3030,1006799,215,2026-01-18 08:00:00,2026-01-17 08:00:00,Completed
3031,1006800,40,2024-11-18 11:24:00,2024-11-19 11:24:00,Completed
3032,1006803,19,2025-04-20 10:16:00,,Open
3033,1006807,31,2024-11-28 15:27:00,2024-11-30 15:27:00,Completed
3034,1006808,257,2025-01-11 14:12:00,2025-01-12 14:12:00,Completed
3035,1006812,208,2025-11-27 10:29:00,2025-11-29 10:29:00,Completed
3036,1006813,148,2025-06-24 13:27:00,2025-06-24 13:27:00,Completed
3037,1006819,92,2025-01-14 08:30:00,,Overdue
3038,1006820,96,2025-03-26 15:37:00,,Open
3039,1006821,71,2025-08-26 10:09:00,2025-08-28 10:09:00,Completed
3040,1006823,189,2025-05-17 13:06:00,2025-05-20 13:06:00,Completed
3041,1006824,49,2025-06-29 16:30:00,2025-07-01 16:30:00,Completed
3042,1006825,112,2026-01-02 13:56:00,,Overdue
3043,1006826,82,2024-09-13 14:44:00,2024-09-16 14:44:00,Completed
3044,1006827,149,2025-05-10 15:32:00,,Overdue
3045,1006829,121,2025-08-21 12:56:00,2025-08-22 12:56:00,Completed
3046,1006831,8,2025-05-20 11:09:00,,Open
3047,1006834,25,2025-06-15 13:10:00,2025-06-14 13:10:00,Completed
3048,1006837,140,2024-09-24 13:04:00,2024-09-26 13:04:00,Completed
3049,1006841,82,2024-09-24 11:16:00,,Open
3050,1006843,128,2025-01-27 11:41:00,2025-01-27 11:41:00,Completed
3051,1006845,94,2024-08-28 16:31:00,2024-08-29 16:31:00,Completed
3052,1006846,118,2025-09-03 09:37:00,2025-09-05 09:37:00,Completed
3053,1006848,59,2024-09-05 13:40:00,2024-09-04 13:40:00,Completed
3054,1006849,90,2025-04-04 16:03:00,2025-04-07 16:03:00,Completed
3055,1006852,103,2025-08-31 10:18:00,,Open
3056,1006853,214,2025-02-08 13:19:00,,Overdue
3057,1006854,175,2025-09-15 13:10:00,2025-09-14 13:10:00,Completed
3058,1006857,193,2026-07-03 09:11:00,2026-07-02 09:11:00,Completed
3059,1006858,57,2025-08-28 11:20:00,2025-08-29 11:20:00,Completed
3060,1006859,111,2025-03-30 14:07:00,2025-04-01 14:07:00,Completed
3061,1006864,87,2025-06-26 12:06:00,2025-06-28 12:06:00,Completed
3062,1006865,91,2025-01-13 08:28:00,2025-01-13 08:28:00,Completed
3063,1006867,15,2025-11-17 14:54:00,,Open
3064,1006870,212,2024-11-15 12:24:00,2024-11-14 12:24:00,Completed
3065,1006872,193,2025-02-05 13:14:00,2025-02-09 13:14:00,Completed
3066,1006873,46,2025-12-13 14:55:00,2025-12-17 14:55:00,Completed
3067,1006874,156,2025-03-26 16:54:00,2025-03-29 16:54:00,Completed
3068,1006879,166,2026-04-09 14:08:00,2026-04-11 14:08:00,Completed
3069,1006884,159,2024-12-05 16:59:00,2024-12-04 16:59:00,Completed
3070,1006885,10,2026-06-09 13:24:00,2026-06-10 13:24:00,Completed
3071,1006886,157,2026-04-25 16:46:00,2026-04-25 16:46:00,Completed
3072,1006887,67,2025-03-04 15:30:00,2025-03-05 15:30:00,Completed
3073,1006888,177,2025-08-03 12:25:00,,Overdue
3074,1006891,47,2025-06-12 09:40:00,2025-06-16 09:40:00,Completed
3075,1006892,186,2024-12-16 14:04:00,2024-12-15 14:04:00,Completed
3076,1006895,249,2026-05-27 08:17:00,2026-05-30 08:17:00,Completed
3077,1006896,87,2025-04-07 15:28:00,2025-04-08 15:28:00,Completed
3078,1006897,22,2026-01-30 09:21:00,,Open
3079,1006901,34,2026-05-20 10:29:00,,Overdue
3080,1006902,110,2026-04-08 10:55:00,2026-04-07 10:55:00,Completed
3081,1006909,140,2026-01-27 13:44:00,,Overdue
3082,1006910,159,2024-10-03 14:13:00,2024-10-06 14:13:00,Completed
3083,1006911,38,2025-09-01 16:22:00,2025-09-03 16:22:00,Completed
3084,1006912,252,2025-11-06 10:13:00,,Overdue
3085,1006913,5,2025-06-29 13:33:00,,Overdue
