note_id,request_id,author_user_id,note_type,visibility_level,note_text,created_at
2175,1002319,258,Follow-up,Restricted,Operational note for case 1002319 capturing workflow action and next step.,2025-04-18 14:11:00
2176,1002319,258,Coordination,Restricted,Operational note for case 1002319 capturing workflow action and next step.,2025-04-15 14:11:00
2177,1002320,88,Intake,Restricted,Operational note for case 1002320 capturing workflow action and next step.,2026-01-06 12:03:00
2178,1002320,88,Follow-up,Restricted,Operational note for case 1002320 capturing workflow action and next step.,2026-01-15 12:03:00
2179,1002321,268,Resolution,Restricted,Operational note for case 1002321 capturing workflow action and next step.,2025-07-05 15:20:00
2180,1002322,265,Intake,Internal,Operational note for case 1002322 capturing workflow action and next step.,2025-07-20 08:07:00
2181,1002323,93,Intake,School Team,Operational note for case 1002323 capturing workflow action and next step.,2024-12-23 11:08:00
2182,1002323,93,Follow-up,Internal,Operational note for case 1002323 capturing workflow action and next step.,2024-12-26 11:08:00
2183,1002324,35,Coordination,Internal,Operational note for case 1002324 capturing workflow action and next step.,2025-08-22 15:18:00
2184,1002324,35,Coordination,School Team,Operational note for case 1002324 capturing workflow action and next step.,2025-08-08 15:18:00
2185,1002325,121,Intake,School Team,Operational note for case 1002325 capturing workflow action and next step.,2026-03-12 13:26:00
2186,1002325,121,Follow-up,Restricted,Operational note for case 1002325 capturing workflow action and next step.,2026-03-10 13:26:00
2187,1002326,29,Resolution,Restricted,Operational note for case 1002326 capturing workflow action and next step.,2025-07-21 10:14:00
2188,1002327,189,Intake,Restricted,Operational note for case 1002327 capturing workflow action and next step.,2025-06-29 14:31:00
2189,1002328,129,Intake,Restricted,Operational note for case 1002328 capturing workflow action and next step.,2026-05-28 12:58:00
2190,1002328,129,Intake,School Team,Operational note for case 1002328 capturing workflow action and next step.,2026-06-02 12:58:00
2191,1002329,17,Intake,Internal,Operational note for case 1002329 capturing workflow action and next step.,2025-07-07 08:42:00
2192,1002330,189,Resolution,Internal,Operational note for case 1002330 capturing workflow action and next step.,2026-02-07 08:32:00
2193,1002331,67,Resolution,School Team,Operational note for case 1002331 capturing workflow action and next step.,2024-11-21 09:16:00
2194,1002332,15,Intake,School Team,Operational note for case 1002332 capturing workflow action and next step.,2025-11-05 08:13:00
2195,1002332,15,Resolution,Internal,Operational note for case 1002332 capturing workflow action and next step.,2025-11-14 08:13:00
2196,1002333,44,Resolution,School Team,Operational note for case 1002333 capturing workflow action and next step.,2026-03-26 12:04:00
2197,1002334,260,Coordination,Internal,Operational note for case 1002334 capturing workflow action and next step.,2025-02-11 12:38:00
2198,1002336,91,Coordination,School Team,Operational note for case 1002336 capturing workflow action and next step.,2025-08-22 10:27:00
2199,1002337,151,Follow-up,Restricted,Operational note for case 1002337 capturing workflow action and next step.,2026-01-08 13:13:00
2200,1002338,207,Follow-up,Restricted,Operational note for case 1002338 capturing workflow action and next step.,2025-08-07 09:20:00
2201,1002340,106,Follow-up,School Team,Operational note for case 1002340 capturing workflow action and next step.,2025-05-22 10:24:00
2202,1002341,107,Resolution,Restricted,Operational note for case 1002341 capturing workflow action and next step.,2025-05-31 08:03:00
2203,1002342,77,Resolution,School Team,Operational note for case 1002342 capturing workflow action and next step.,2026-01-23 09:02:00
2204,1002343,41,Intake,School Team,Operational note for case 1002343 capturing workflow action and next step.,2026-05-22 11:45:00
2205,1002344,142,Coordination,School Team,Operational note for case 1002344 capturing workflow action and next step.,2025-04-29 13:14:00
2206,1002346,153,Resolution,School Team,Operational note for case 1002346 capturing workflow action and next step.,2025-05-02 08:13:00
2207,1002350,148,Intake,Internal,Operational note for case 1002350 capturing workflow action and next step.,2024-10-10 15:24:00
2208,1002351,177,Resolution,Internal,Operational note for case 1002351 capturing workflow action and next step.,2026-05-08 12:45:00
2209,1002353,26,Intake,Restricted,Operational note for case 1002353 capturing workflow action and next step.,2025-06-11 14:16:00
2210,1002356,257,Coordination,Internal,Operational note for case 1002356 capturing workflow action and next step.,2025-12-03 11:59:00
2211,1002357,87,Coordination,Internal,Operational note for case 1002357 capturing workflow action and next step.,2025-12-24 14:57:00
2212,1002357,87,Resolution,School Team,Operational note for case 1002357 capturing workflow action and next step.,2025-12-19 14:57:00
2213,1002358,175,Follow-up,School Team,Operational note for case 1002358 capturing workflow action and next step.,2024-09-12 09:59:00
2214,1002360,96,Resolution,School Team,Operational note for case 1002360 capturing workflow action and next step.,2026-07-10 13:55:00
2215,1002362,27,Follow-up,School Team,Operational note for case 1002362 capturing workflow action and next step.,2026-03-08 08:54:00
2216,1002364,145,Intake,Internal,Operational note for case 1002364 capturing workflow action and next step.,2025-11-07 09:55:00
2217,1002365,114,Follow-up,School Team,Operational note for case 1002365 capturing workflow action and next step.,2024-10-03 15:46:00
2218,1002366,221,Resolution,Restricted,Operational note for case 1002366 capturing workflow action and next step.,2025-07-02 12:03:00
2219,1002367,142,Coordination,Internal,Operational note for case 1002367 capturing workflow action and next step.,2025-04-15 08:33:00
2220,1002368,169,Follow-up,School Team,Operational note for case 1002368 capturing workflow action and next step.,2026-04-20 10:40:00
2221,1002368,169,Follow-up,Restricted,Operational note for case 1002368 capturing workflow action and next step.,2026-04-11 10:40:00
2222,1002369,177,Coordination,School Team,Operational note for case 1002369 capturing workflow action and next step.,2025-08-15 08:05:00
2223,1002369,177,Intake,Internal,Operational note for case 1002369 capturing workflow action and next step.,2025-08-19 08:05:00
2224,1002372,212,Follow-up,School Team,Operational note for case 1002372 capturing workflow action and next step.,2026-03-25 09:38:00
2225,1002373,64,Resolution,School Team,Operational note for case 1002373 capturing workflow action and next step.,2026-05-06 16:52:00
2226,1002373,64,Follow-up,School Team,Operational note for case 1002373 capturing workflow action and next step.,2026-05-09 16:52:00
2227,1002374,178,Intake,Internal,Operational note for case 1002374 capturing workflow action and next step.,2025-05-23 11:35:00
2228,1002374,178,Resolution,Restricted,Operational note for case 1002374 capturing workflow action and next step.,2025-05-24 11:35:00
2229,1002375,79,Follow-up,Internal,Operational note for case 1002375 capturing workflow action and next step.,2025-03-25 12:10:00
2230,1002377,58,Intake,Restricted,Operational note for case 1002377 capturing workflow action and next step.,2025-12-21 10:02:00
2231,1002378,126,Resolution,Internal,Operational note for case 1002378 capturing workflow action and next step.,2025-12-03 15:15:00
2232,1002379,142,Intake,School Team,Operational note for case 1002379 capturing workflow action and next step.,2025-10-09 10:06:00
2233,1002381,25,Intake,Restricted,Operational note for case 1002381 capturing workflow action and next step.,2024-10-27 13:40:00
2234,1002381,25,Intake,School Team,Operational note for case 1002381 capturing workflow action and next step.,2024-11-04 13:40:00
2235,1002382,121,Coordination,Restricted,Operational note for case 1002382 capturing workflow action and next step.,2024-09-18 09:33:00
2236,1002382,121,Resolution,Restricted,Operational note for case 1002382 capturing workflow action and next step.,2024-09-26 09:33:00
2237,1002383,59,Intake,Restricted,Operational note for case 1002383 capturing workflow action and next step.,2024-10-12 16:45:00
2238,1002384,114,Follow-up,Restricted,Operational note for case 1002384 capturing workflow action and next step.,2025-12-11 15:30:00
2239,1002384,114,Coordination,School Team,Operational note for case 1002384 capturing workflow action and next step.,2025-12-20 15:30:00
2240,1002385,91,Resolution,Restricted,Operational note for case 1002385 capturing workflow action and next step.,2025-09-22 09:09:00
2241,1002386,120,Intake,Internal,Operational note for case 1002386 capturing workflow action and next step.,2025-01-24 15:32:00
2242,1002387,181,Intake,Restricted,Operational note for case 1002387 capturing workflow action and next step.,2024-10-11 13:10:00
2243,1002387,181,Coordination,Restricted,Operational note for case 1002387 capturing workflow action and next step.,2024-10-09 13:10:00
2244,1002388,1,Follow-up,Restricted,Operational note for case 1002388 capturing workflow action and next step.,2024-12-24 12:27:00
2245,1002389,68,Coordination,School Team,Operational note for case 1002389 capturing workflow action and next step.,2026-05-25 16:47:00
2246,1002389,68,Follow-up,Restricted,Operational note for case 1002389 capturing workflow action and next step.,2026-05-16 16:47:00
2247,1002391,106,Intake,Internal,Operational note for case 1002391 capturing workflow action and next step.,2025-11-21 11:49:00
2248,1002392,128,Follow-up,Internal,Operational note for case 1002392 capturing workflow action and next step.,2025-10-23 11:50:00
2249,1002394,103,Intake,School Team,Operational note for case 1002394 capturing workflow action and next step.,2026-04-22 11:03:00
2250,1002395,140,Intake,Internal,Operational note for case 1002395 capturing workflow action and next step.,2025-11-22 10:34:00
2251,1002396,112,Intake,Restricted,Operational note for case 1002396 capturing workflow action and next step.,2024-10-19 08:06:00
2252,1002397,83,Resolution,Internal,Operational note for case 1002397 capturing workflow action and next step.,2025-06-10 10:38:00
2253,1002398,137,Resolution,School Team,Operational note for case 1002398 capturing workflow action and next step.,2026-05-25 10:06:00
2254,1002400,118,Resolution,Restricted,Operational note for case 1002400 capturing workflow action and next step.,2025-08-27 14:48:00
2255,1002404,168,Intake,Internal,Operational note for case 1002404 capturing workflow action and next step.,2025-12-21 11:05:00
2256,1002405,153,Coordination,Restricted,Operational note for case 1002405 capturing workflow action and next step.,2026-06-16 09:33:00
2257,1002405,153,Follow-up,School Team,Operational note for case 1002405 capturing workflow action and next step.,2026-06-10 09:33:00
2258,1002406,119,Resolution,School Team,Operational note for case 1002406 capturing workflow action and next step.,2025-08-22 11:13:00
2259,1002406,119,Resolution,Restricted,Operational note for case 1002406 capturing workflow action and next step.,2025-08-20 11:13:00
2260,1002407,164,Coordination,School Team,Operational note for case 1002407 capturing workflow action and next step.,2025-10-02 16:11:00
2261,1002408,218,Resolution,School Team,Operational note for case 1002408 capturing workflow action and next step.,2025-07-19 10:04:00
2262,1002409,272,Follow-up,Restricted,Operational note for case 1002409 capturing workflow action and next step.,2025-06-05 13:23:00
2263,1002410,120,Intake,Restricted,Operational note for case 1002410 capturing workflow action and next step.,2024-10-17 15:38:00
2264,1002411,29,Follow-up,School Team,Operational note for case 1002411 capturing workflow action and next step.,2025-12-20 15:35:00
2265,1002412,102,Follow-up,School Team,Operational note for case 1002412 capturing workflow action and next step.,2026-03-01 08:13:00
2266,1002413,48,Intake,Internal,Operational note for case 1002413 capturing workflow action and next step.,2025-02-23 12:32:00
2267,1002414,265,Resolution,Restricted,Operational note for case 1002414 capturing workflow action and next step.,2025-03-29 13:06:00
2268,1002414,265,Intake,School Team,Operational note for case 1002414 capturing workflow action and next step.,2025-03-30 13:06:00
2269,1002415,186,Coordination,School Team,Operational note for case 1002415 capturing workflow action and next step.,2025-03-02 10:26:00
2270,1002416,118,Coordination,School Team,Operational note for case 1002416 capturing workflow action and next step.,2025-12-15 14:02:00
2271,1002417,30,Intake,Restricted,Operational note for case 1002417 capturing workflow action and next step.,2026-07-11 11:37:00
2272,1002417,30,Resolution,Restricted,Operational note for case 1002417 capturing workflow action and next step.,2026-07-06 11:37:00
2273,1002418,34,Intake,Restricted,Operational note for case 1002418 capturing workflow action and next step.,2025-04-19 09:40:00
2274,1002419,104,Coordination,Restricted,Operational note for case 1002419 capturing workflow action and next step.,2026-06-01 15:39:00
2275,1002420,162,Intake,Restricted,Operational note for case 1002420 capturing workflow action and next step.,2025-12-25 15:10:00
2276,1002421,207,Resolution,School Team,Operational note for case 1002421 capturing workflow action and next step.,2024-11-04 09:15:00
2277,1002422,89,Follow-up,Restricted,Operational note for case 1002422 capturing workflow action and next step.,2026-02-15 15:44:00
2278,1002423,134,Intake,Internal,Operational note for case 1002423 capturing workflow action and next step.,2024-12-04 11:37:00
2279,1002424,108,Follow-up,Restricted,Operational note for case 1002424 capturing workflow action and next step.,2025-08-14 10:24:00
2280,1002424,108,Coordination,Internal,Operational note for case 1002424 capturing workflow action and next step.,2025-08-14 10:24:00
2281,1002425,23,Intake,Restricted,Operational note for case 1002425 capturing workflow action and next step.,2025-11-27 12:15:00
2282,1002426,138,Coordination,Restricted,Operational note for case 1002426 capturing workflow action and next step.,2025-11-20 16:11:00
2283,1002428,8,Resolution,School Team,Operational note for case 1002428 capturing workflow action and next step.,2025-01-11 16:21:00
2284,1002431,4,Follow-up,Internal,Operational note for case 1002431 capturing workflow action and next step.,2026-01-25 15:24:00
2285,1002431,4,Intake,School Team,Operational note for case 1002431 capturing workflow action and next step.,2026-01-17 15:24:00
2286,1002433,10,Coordination,School Team,Operational note for case 1002433 capturing workflow action and next step.,2026-01-11 14:12:00
2287,1002434,62,Resolution,Internal,Operational note for case 1002434 capturing workflow action and next step.,2026-05-13 12:15:00
2288,1002435,164,Intake,Restricted,Operational note for case 1002435 capturing workflow action and next step.,2024-11-01 10:25:00
2289,1002437,179,Follow-up,Restricted,Operational note for case 1002437 capturing workflow action and next step.,2025-11-08 12:57:00
2290,1002437,179,Coordination,Internal,Operational note for case 1002437 capturing workflow action and next step.,2025-11-09 12:57:00
2291,1002438,186,Intake,Restricted,Operational note for case 1002438 capturing workflow action and next step.,2025-07-14 09:52:00
2292,1002438,186,Coordination,Restricted,Operational note for case 1002438 capturing workflow action and next step.,2025-07-14 09:52:00
2293,1002439,88,Resolution,Restricted,Operational note for case 1002439 capturing workflow action and next step.,2025-02-15 11:49:00
2294,1002440,122,Intake,Restricted,Operational note for case 1002440 capturing workflow action and next step.,2024-12-15 11:02:00
2295,1002440,122,Coordination,Internal,Operational note for case 1002440 capturing workflow action and next step.,2024-12-19 11:02:00
2296,1002441,89,Coordination,School Team,Operational note for case 1002441 capturing workflow action and next step.,2026-05-14 16:36:00
2297,1002442,73,Coordination,Restricted,Operational note for case 1002442 capturing workflow action and next step.,2026-06-08 09:23:00
2298,1002444,180,Intake,School Team,Operational note for case 1002444 capturing workflow action and next step.,2025-12-26 13:31:00
2299,1002444,180,Intake,Restricted,Operational note for case 1002444 capturing workflow action and next step.,2025-12-27 13:31:00
2300,1002445,134,Follow-up,Restricted,Operational note for case 1002445 capturing workflow action and next step.,2026-03-21 11:48:00
2301,1002445,134,Follow-up,Internal,Operational note for case 1002445 capturing workflow action and next step.,2026-03-31 11:48:00
2302,1002447,176,Intake,Restricted,Operational note for case 1002447 capturing workflow action and next step.,2025-06-16 09:18:00
2303,1002449,143,Intake,Internal,Operational note for case 1002449 capturing workflow action and next step.,2024-12-03 16:19:00
2304,1002454,116,Resolution,School Team,Operational note for case 1002454 capturing workflow action and next step.,2025-03-27 09:36:00
2305,1002455,100,Follow-up,Internal,Operational note for case 1002455 capturing workflow action and next step.,2025-03-21 11:01:00
2306,1002457,98,Coordination,School Team,Operational note for case 1002457 capturing workflow action and next step.,2024-09-01 12:24:00
2307,1002459,4,Follow-up,Restricted,Operational note for case 1002459 capturing workflow action and next step.,2025-08-20 08:23:00
2308,1002459,4,Resolution,Internal,Operational note for case 1002459 capturing workflow action and next step.,2025-08-13 08:23:00
2309,1002460,33,Resolution,Internal,Operational note for case 1002460 capturing workflow action and next step.,2025-08-17 13:10:00
2310,1002461,87,Coordination,Restricted,Operational note for case 1002461 capturing workflow action and next step.,2025-08-27 15:13:00
2311,1002463,258,Intake,School Team,Operational note for case 1002463 capturing workflow action and next step.,2025-12-02 15:12:00
2312,1002463,258,Follow-up,School Team,Operational note for case 1002463 capturing workflow action and next step.,2025-12-03 15:12:00
2313,1002464,1,Coordination,Restricted,Operational note for case 1002464 capturing workflow action and next step.,2025-01-28 10:57:00
2314,1002466,107,Follow-up,Restricted,Operational note for case 1002466 capturing workflow action and next step.,2025-11-25 11:55:00
2315,1002467,26,Resolution,School Team,Operational note for case 1002467 capturing workflow action and next step.,2025-09-26 13:26:00
2316,1002467,26,Resolution,School Team,Operational note for case 1002467 capturing workflow action and next step.,2025-09-24 13:26:00
2317,1002468,216,Intake,Restricted,Operational note for case 1002468 capturing workflow action and next step.,2025-12-02 14:43:00
2318,1002469,51,Intake,School Team,Operational note for case 1002469 capturing workflow action and next step.,2025-03-15 13:46:00
2319,1002470,268,Follow-up,Restricted,Operational note for case 1002470 capturing workflow action and next step.,2025-01-09 08:20:00
2320,1002471,12,Follow-up,School Team,Operational note for case 1002471 capturing workflow action and next step.,2025-08-23 09:45:00
2321,1002472,34,Coordination,School Team,Operational note for case 1002472 capturing workflow action and next step.,2024-10-20 14:24:00
2322,1002473,131,Follow-up,School Team,Operational note for case 1002473 capturing workflow action and next step.,2026-01-15 14:28:00
2323,1002474,77,Coordination,Restricted,Operational note for case 1002474 capturing workflow action and next step.,2025-10-09 10:55:00
2324,1002475,39,Follow-up,School Team,Operational note for case 1002475 capturing workflow action and next step.,2026-01-09 09:31:00
2325,1002476,113,Follow-up,School Team,Operational note for case 1002476 capturing workflow action and next step.,2024-10-22 14:57:00
2326,1002478,177,Resolution,Restricted,Operational note for case 1002478 capturing workflow action and next step.,2025-01-15 14:01:00
2327,1002479,115,Resolution,Internal,Operational note for case 1002479 capturing workflow action and next step.,2026-02-23 14:28:00
2328,1002479,115,Resolution,Internal,Operational note for case 1002479 capturing workflow action and next step.,2026-02-18 14:28:00
2329,1002480,59,Intake,Internal,Operational note for case 1002480 capturing workflow action and next step.,2025-01-11 12:01:00
2330,1002481,142,Coordination,Restricted,Operational note for case 1002481 capturing workflow action and next step.,2026-01-16 15:22:00
2331,1002482,175,Coordination,Internal,Operational note for case 1002482 capturing workflow action and next step.,2025-05-11 08:02:00
2332,1002482,175,Resolution,Internal,Operational note for case 1002482 capturing workflow action and next step.,2025-05-02 08:02:00
2333,1002483,4,Intake,School Team,Operational note for case 1002483 capturing workflow action and next step.,2025-09-01 08:55:00
2334,1002484,67,Intake,School Team,Operational note for case 1002484 capturing workflow action and next step.,2025-02-28 16:28:00
2335,1002485,66,Intake,Internal,Operational note for case 1002485 capturing workflow action and next step.,2025-11-29 14:38:00
2336,1002486,169,Resolution,Restricted,Operational note for case 1002486 capturing workflow action and next step.,2024-08-25 08:13:00
2337,1002487,178,Intake,Internal,Operational note for case 1002487 capturing workflow action and next step.,2025-09-20 14:08:00
2338,1002487,178,Intake,Internal,Operational note for case 1002487 capturing workflow action and next step.,2025-09-29 14:08:00
2339,1002489,36,Coordination,Restricted,Operational note for case 1002489 capturing workflow action and next step.,2025-11-04 11:57:00
2340,1002490,168,Intake,School Team,Operational note for case 1002490 capturing workflow action and next step.,2024-11-20 12:59:00
2341,1002491,19,Intake,Internal,Operational note for case 1002491 capturing workflow action and next step.,2025-03-21 15:03:00
2342,1002491,19,Intake,Restricted,Operational note for case 1002491 capturing workflow action and next step.,2025-03-22 15:03:00
2343,1002492,71,Resolution,School Team,Operational note for case 1002492 capturing workflow action and next step.,2026-06-08 13:16:00
2344,1002492,71,Intake,Internal,Operational note for case 1002492 capturing workflow action and next step.,2026-06-05 13:16:00
2345,1002493,227,Intake,Internal,Operational note for case 1002493 capturing workflow action and next step.,2025-12-09 15:09:00
2346,1002494,82,Resolution,Restricted,Operational note for case 1002494 capturing workflow action and next step.,2025-03-30 10:07:00
2347,1002494,82,Resolution,Internal,Operational note for case 1002494 capturing workflow action and next step.,2025-03-23 10:07:00
2348,1002495,260,Resolution,Restricted,Operational note for case 1002495 capturing workflow action and next step.,2024-10-09 10:23:00
2349,1002495,260,Intake,School Team,Operational note for case 1002495 capturing workflow action and next step.,2024-10-04 10:23:00
2350,1002496,50,Follow-up,Internal,Operational note for case 1002496 capturing workflow action and next step.,2025-01-20 13:06:00
2351,1002497,147,Coordination,School Team,Operational note for case 1002497 capturing workflow action and next step.,2024-10-25 16:03:00
2352,1002497,147,Coordination,School Team,Operational note for case 1002497 capturing workflow action and next step.,2024-10-22 16:03:00
2353,1002498,133,Intake,Internal,Operational note for case 1002498 capturing workflow action and next step.,2026-01-15 14:44:00
2354,1002499,101,Follow-up,School Team,Operational note for case 1002499 capturing workflow action and next step.,2024-10-01 15:24:00
2355,1002499,101,Coordination,Restricted,Operational note for case 1002499 capturing workflow action and next step.,2024-10-11 15:24:00
2356,1002501,156,Resolution,Restricted,Operational note for case 1002501 capturing workflow action and next step.,2025-03-23 09:03:00
2357,1002502,92,Intake,Restricted,Operational note for case 1002502 capturing workflow action and next step.,2026-03-30 13:28:00
2358,1002503,19,Resolution,Internal,Operational note for case 1002503 capturing workflow action and next step.,2025-05-30 15:13:00
2359,1002503,19,Coordination,Internal,Operational note for case 1002503 capturing workflow action and next step.,2025-06-03 15:13:00
2360,1002505,208,Intake,School Team,Operational note for case 1002505 capturing workflow action and next step.,2026-06-19 16:36:00
2361,1002505,208,Resolution,Internal,Operational note for case 1002505 capturing workflow action and next step.,2026-06-16 16:36:00
2362,1002506,179,Intake,Restricted,Operational note for case 1002506 capturing workflow action and next step.,2025-10-03 16:55:00
2363,1002507,129,Resolution,School Team,Operational note for case 1002507 capturing workflow action and next step.,2026-02-22 15:41:00
2364,1002509,1,Resolution,Restricted,Operational note for case 1002509 capturing workflow action and next step.,2024-11-13 16:31:00
2365,1002510,65,Resolution,Restricted,Operational note for case 1002510 capturing workflow action and next step.,2025-03-06 13:23:00
2366,1002510,65,Intake,Restricted,Operational note for case 1002510 capturing workflow action and next step.,2025-02-28 13:23:00
2367,1002511,119,Follow-up,Restricted,Operational note for case 1002511 capturing workflow action and next step.,2024-10-08 10:30:00
2368,1002512,187,Intake,School Team,Operational note for case 1002512 capturing workflow action and next step.,2024-10-12 08:43:00
2369,1002514,87,Coordination,Restricted,Operational note for case 1002514 capturing workflow action and next step.,2025-06-10 10:09:00
2370,1002516,88,Resolution,Internal,Operational note for case 1002516 capturing workflow action and next step.,2025-08-17 10:54:00
2371,1002517,39,Coordination,School Team,Operational note for case 1002517 capturing workflow action and next step.,2024-12-25 10:23:00
2372,1002517,39,Intake,Internal,Operational note for case 1002517 capturing workflow action and next step.,2024-12-20 10:23:00
2373,1002518,35,Intake,Internal,Operational note for case 1002518 capturing workflow action and next step.,2026-05-08 10:58:00
2374,1002519,156,Resolution,Restricted,Operational note for case 1002519 capturing workflow action and next step.,2025-09-23 08:01:00
2375,1002520,98,Coordination,Internal,Operational note for case 1002520 capturing workflow action and next step.,2026-05-15 10:03:00
2376,1002521,117,Intake,School Team,Operational note for case 1002521 capturing workflow action and next step.,2025-07-25 13:56:00
2377,1002522,56,Coordination,Restricted,Operational note for case 1002522 capturing workflow action and next step.,2025-10-01 16:51:00
2378,1002523,148,Coordination,Restricted,Operational note for case 1002523 capturing workflow action and next step.,2025-08-18 15:38:00
2379,1002524,175,Intake,Internal,Operational note for case 1002524 capturing workflow action and next step.,2025-07-06 11:00:00
2380,1002526,99,Follow-up,School Team,Operational note for case 1002526 capturing workflow action and next step.,2026-01-18 14:42:00
2381,1002526,99,Intake,Restricted,Operational note for case 1002526 capturing workflow action and next step.,2026-01-19 14:42:00
2382,1002527,131,Resolution,Restricted,Operational note for case 1002527 capturing workflow action and next step.,2026-05-13 11:31:00
2383,1002528,47,Coordination,School Team,Operational note for case 1002528 capturing workflow action and next step.,2024-10-28 08:59:00
2384,1002529,76,Coordination,School Team,Operational note for case 1002529 capturing workflow action and next step.,2025-07-30 08:27:00
2385,1002530,83,Resolution,Internal,Operational note for case 1002530 capturing workflow action and next step.,2024-11-10 13:13:00
2386,1002531,173,Coordination,School Team,Operational note for case 1002531 capturing workflow action and next step.,2025-05-23 08:19:00
2387,1002532,167,Follow-up,School Team,Operational note for case 1002532 capturing workflow action and next step.,2024-10-09 08:32:00
2388,1002533,36,Follow-up,Restricted,Operational note for case 1002533 capturing workflow action and next step.,2025-03-14 12:53:00
2389,1002534,170,Resolution,School Team,Operational note for case 1002534 capturing workflow action and next step.,2024-11-07 12:37:00
2390,1002535,47,Follow-up,Restricted,Operational note for case 1002535 capturing workflow action and next step.,2025-07-11 10:44:00
2391,1002537,170,Follow-up,School Team,Operational note for case 1002537 capturing workflow action and next step.,2025-04-13 09:36:00
2392,1002537,170,Intake,School Team,Operational note for case 1002537 capturing workflow action and next step.,2025-04-11 09:36:00
2393,1002538,207,Resolution,Internal,Operational note for case 1002538 capturing workflow action and next step.,2025-03-07 11:13:00
2394,1002539,43,Follow-up,Internal,Operational note for case 1002539 capturing workflow action and next step.,2024-09-11 11:38:00
2395,1002540,115,Follow-up,Restricted,Operational note for case 1002540 capturing workflow action and next step.,2025-09-30 08:19:00
2396,1002542,173,Intake,School Team,Operational note for case 1002542 capturing workflow action and next step.,2024-10-29 11:05:00
2397,1002544,152,Coordination,Internal,Operational note for case 1002544 capturing workflow action and next step.,2026-05-02 13:46:00
2398,1002545,220,Coordination,Internal,Operational note for case 1002545 capturing workflow action and next step.,2025-10-02 14:06:00
2399,1002546,71,Intake,Restricted,Operational note for case 1002546 capturing workflow action and next step.,2025-07-25 12:14:00
2400,1002548,49,Resolution,School Team,Operational note for case 1002548 capturing workflow action and next step.,2025-06-13 14:30:00
2401,1002549,63,Resolution,School Team,Operational note for case 1002549 capturing workflow action and next step.,2026-03-27 12:07:00
2402,1002551,187,Follow-up,Internal,Operational note for case 1002551 capturing workflow action and next step.,2025-10-07 16:27:00
2403,1002552,19,Follow-up,School Team,Operational note for case 1002552 capturing workflow action and next step.,2025-03-18 09:36:00
2404,1002552,19,Intake,Internal,Operational note for case 1002552 capturing workflow action and next step.,2025-03-12 09:36:00
2405,1002555,39,Follow-up,Restricted,Operational note for case 1002555 capturing workflow action and next step.,2026-03-26 08:31:00
2406,1002556,74,Intake,School Team,Operational note for case 1002556 capturing workflow action and next step.,2025-05-22 14:43:00
2407,1002556,74,Follow-up,Restricted,Operational note for case 1002556 capturing workflow action and next step.,2025-05-27 14:43:00
2408,1002557,102,Resolution,School Team,Operational note for case 1002557 capturing workflow action and next step.,2025-07-16 09:27:00
2409,1002558,226,Follow-up,School Team,Operational note for case 1002558 capturing workflow action and next step.,2024-09-09 10:21:00
2410,1002559,189,Coordination,School Team,Operational note for case 1002559 capturing workflow action and next step.,2025-02-04 15:25:00
2411,1002560,51,Resolution,Restricted,Operational note for case 1002560 capturing workflow action and next step.,2026-07-02 16:59:00
2412,1002561,37,Intake,School Team,Operational note for case 1002561 capturing workflow action and next step.,2025-05-19 09:41:00
2413,1002562,22,Resolution,Internal,Operational note for case 1002562 capturing workflow action and next step.,2025-03-01 16:02:00
2414,1002564,260,Resolution,Restricted,Operational note for case 1002564 capturing workflow action and next step.,2024-09-16 10:32:00
2415,1002565,61,Coordination,School Team,Operational note for case 1002565 capturing workflow action and next step.,2026-04-06 09:28:00
2416,1002566,53,Follow-up,School Team,Operational note for case 1002566 capturing workflow action and next step.,2026-01-24 08:52:00
2417,1002566,53,Intake,Restricted,Operational note for case 1002566 capturing workflow action and next step.,2026-01-28 08:52:00
2418,1002567,172,Resolution,School Team,Operational note for case 1002567 capturing workflow action and next step.,2025-01-09 11:57:00
2419,1002568,66,Follow-up,Restricted,Operational note for case 1002568 capturing workflow action and next step.,2025-10-22 09:24:00
2420,1002568,66,Follow-up,Restricted,Operational note for case 1002568 capturing workflow action and next step.,2025-10-23 09:24:00
2421,1002569,22,Resolution,Restricted,Operational note for case 1002569 capturing workflow action and next step.,2026-01-26 10:14:00
2422,1002570,40,Resolution,School Team,Operational note for case 1002570 capturing workflow action and next step.,2025-09-14 10:10:00
2423,1002570,40,Follow-up,Internal,Operational note for case 1002570 capturing workflow action and next step.,2025-09-09 10:10:00
2424,1002571,15,Intake,Restricted,Operational note for case 1002571 capturing workflow action and next step.,2025-08-26 13:04:00
2425,1002572,95,Intake,Restricted,Operational note for case 1002572 capturing workflow action and next step.,2025-08-23 09:01:00
2426,1002572,95,Follow-up,School Team,Operational note for case 1002572 capturing workflow action and next step.,2025-08-22 09:01:00
2427,1002575,166,Intake,Restricted,Operational note for case 1002575 capturing workflow action and next step.,2025-01-19 10:06:00
2428,1002576,75,Intake,Internal,Operational note for case 1002576 capturing workflow action and next step.,2026-04-20 15:07:00
2429,1002577,219,Resolution,Restricted,Operational note for case 1002577 capturing workflow action and next step.,2026-03-26 14:02:00
2430,1002578,135,Follow-up,School Team,Operational note for case 1002578 capturing workflow action and next step.,2026-06-25 08:39:00
2431,1002579,133,Coordination,School Team,Operational note for case 1002579 capturing workflow action and next step.,2025-04-29 10:10:00
